Sample #,Image Type,Query,True Label,Model Response,Correctness Score
Sample 20,Decreased Brightness,Which year the green line cut the orange line from top to down?,2014,The green line cuts the orange line from top to bottom in 2009.,0.0
Sample 20,Super Decreased Brightness,Which year the green line cut the orange line from top to down?,2014,2009,0.0
Sample 20,Increased Contrast,Which year the green line cut the orange line from top to down?,2014,The green line crosses the orange line from top to bottom in 2014.,1.0
Sample 20,Super Increased Contrast,Which year the green line cut the orange line from top to down?,2014,"In 2015, the green line cut the orange line from top to bottom.",0.0
Sample 20,Decreased Contrast,Which year the green line cut the orange line from top to down?,2014,2009,0.0
Sample 20,Super Decreased Contrast,Which year the green line cut the orange line from top to down?,2014,The green line cuts the orange line from top to bottom in 2009.,0.0
Sample 20,Increased Sharpness,Which year the green line cut the orange line from top to down?,2014,2009,0.0
Sample 20,Super Increased Sharpness,Which year the green line cut the orange line from top to down?,2014,The green line cut the orange line from top to bottom in 2009.,0.0
Sample 20,Decreased Sharpness,Which year the green line cut the orange line from top to down?,2014,2011.,0.8
Sample 20,Super Decreased Sharpness,Which year the green line cut the orange line from top to down?,2014,2010,0.0
Sample 20,Inverted,Which year the green line cut the orange line from top to down?,2014,The green line cuts the orange line from top to down in 2009.,0.0
Sample 20,Super Sharp and Super Saturated,Which year the green line cut the orange line from top to down?,2014,The green line cut the orange line from top to down in 2009.,0.0
Sample 21,Baseline,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved of the U.S. military campaign against ISIS, and 26% disapproved.",1.0
Sample 21,Black and White,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved, and 26% disapproved.",1.0
Sample 21,Vertically Stretched,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%
Disapprove: 26%",1.0
Sample 21,Horizontally Stretched,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%
Disapprove: 26%",1.0
Sample 21,Squeezed Vertically,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved and 26% disapproved of the U.S. military campaign against ISIS.",1.0
Sample 21,Squeezed Horizontally,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved and 26% disapproved of U.S. military action against ISIS.",1.0
Sample 21,Downscaled,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%, Disapprove: 26%",1.0
Sample 21,Upscaled,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved and 26% disapproved of U.S. military action against ISIS.",1.0
Sample 21,Increased Saturation,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved of the U.S. military campaign against Islamic militants in Iraq and Syria, while 26% disapproved.",1.0
Sample 21,Super Increased Saturation,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%
Disapprove: 26%",1.0
Sample 21,Decreased Saturation,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approve and 26% disapprove of U.S. military action against ISIS.",1.0
Sample 21,Super Decreased Saturation,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved and 26% disapproved of U.S. military action against ISIS.",1.0
Sample 21,Increased Brightness,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%
Disapprove: 28%",0.9
Sample 21,Super Increased Brightness,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%
Disapprove: 26%",1.0
Sample 21,Decreased Brightness,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, the data shows 63% approve and 26% disapprove of U.S. military action against ISIS.",1.0
Sample 21,Super Decreased Brightness,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved and 26% disapproved of the U.S. military campaign against ISIS.",1.0
Sample 21,Increased Contrast,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%
Disapprove: 26%",1.0
Sample 21,Super Increased Contrast,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%, Disapprove: 26%",1.0
Sample 21,Decreased Contrast,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%
Disapprove: 26%",1.0
Sample 21,Super Decreased Contrast,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%
Disapprove: 26%",1.0
Sample 21,Increased Sharpness,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved and 26% disapproved of the U.S. military campaign against ISIS.",1.0
Sample 21,Super Increased Sharpness,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015, 63% approved of the U.S. military campaign against ISIS, and 26% disapproved.",1.0
Sample 21,Decreased Sharpness,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015:

- Approve: 63%
- Disapprove: 26%",1.0
Sample 21,Super Decreased Sharpness,What is the data in Jul 2015 ( all two data)?,"[63, 26]","63% Approve, 26% Disapprove.",1.0
Sample 21,Inverted,What is the data in Jul 2015 ( all two data)?,"[63, 26]","Approve: 63%
Disapprove: 26%",1.0
Sample 21,Super Sharp and Super Saturated,What is the data in Jul 2015 ( all two data)?,"[63, 26]","In July 2015:

- Approve: 63%
- Disapprove: 26%",1.0
Sample 22,Baseline,What is the average of Approve data?,58,"The average of the ""Approve"" data is \( (54 + 57 + 63 + 63) / 4 = 59.25 \).",0.9
Sample 22,Black and White,What is the average of Approve data?,58,"The average of the Approve data (54, 53, 57, 63, 63) is 58.",1.0
Sample 22,Vertically Stretched,What is the average of Approve data?,58,"The average of the ""Approve"" data is \( \frac{54 + 53 + 57 + 63 + 63}{5} = 58 \).",1.0
Sample 22,Horizontally Stretched,What is the average of Approve data?,58,"The average of the ""Approve"" data is 58.75.",0.9
Sample 22,Squeezed Vertically,What is the average of Approve data?,58,"The average of the ""Approve"" data is \( \frac{54 + 64 + 57 + 63 + 63}{5} = 60.2 \).",0.4
Sample 22,Squeezed Horizontally,What is the average of Approve data?,58,"The average of the ""Approve"" data is 59.",0.9
Sample 22,Downscaled,What is the average of Approve data?,58,"The average of the ""Approve"" data points (54, 57, 63, 63) is 59.75.",0.0
Sample 22,Upscaled,What is the average of Approve data?,58,The average of the Approve data is \( \frac{54 + 53 + 57 + 63 + 63}{5} = 58 \).,1.0
Sample 22,Increased Saturation,What is the average of Approve data?,58,"The average of the ""Approve"" data is 59.",0.9
Sample 22,Super Increased Saturation,What is the average of Approve data?,58,The average of the Approve data is 60.,0.8
Sample 22,Decreased Saturation,What is the average of Approve data?,58,"The average of the ""Approve"" data is 59.5%.",0.9
Sample 22,Super Decreased Saturation,What is the average of Approve data?,58,"The average of the ""Approve"" data is (54 + 57 + 63 + 63) / 4 = 59.25%.",0.7
Sample 22,Increased Brightness,What is the average of Approve data?,58,"The average of the ""Approve"" data is 61.",0.7
Sample 22,Super Increased Brightness,What is the average of Approve data?,58,"The average of the ""Approve"" data is 58.",1.0
Sample 22,Decreased Brightness,What is the average of Approve data?,58,"The average of the ""Approve"" data is 59.",0.9
Sample 22,Super Decreased Brightness,What is the average of Approve data?,58,"The average of the ""Approve"" data is \( \frac{54 + 57 + 63 + 63}{4} = 59.25\).",0.9
Sample 22,Increased Contrast,What is the average of Approve data?,58,"The average ""Approve"" percentage is \( \frac{54 + 53 + 57 + 63 + 63}{5} = 58 \).",1.0
Sample 22,Super Increased Contrast,What is the average of Approve data?,58,"The average of the ""Approve"" data is \((54 + 53 + 57 + 63 + 63) / 5 = 58\).",1.0
Sample 22,Decreased Contrast,What is the average of Approve data?,58,"The average of the ""Approve"" data is 59.2%.",0.0
Sample 22,Super Decreased Contrast,What is the average of Approve data?,58,"The average of the ""Approve"" data is 59.6.",0.9
Sample 22,Increased Sharpness,What is the average of Approve data?,58,The average of the Approve data is 59.,0.9
Sample 22,Super Increased Sharpness,What is the average of Approve data?,58,The average of the Approve data is 59.,0.9
Sample 22,Decreased Sharpness,What is the average of Approve data?,58,The average approval rating is \( \frac{54 + 57 + 63 + 63}{4} = 59.25 \% \).,0.7
Sample 22,Super Decreased Sharpness,What is the average of Approve data?,58,"The average of the ""Approve"" data is \( \frac{54 + 53 + 57 + 63 + 63}{5} = 58 \).",1.0
Sample 22,Inverted,What is the average of Approve data?,58,"The average of the ""Approve"" data (54, 57, 63, 63) is 59.75%.",0.9
Sample 22,Super Sharp and Super Saturated,What is the average of Approve data?,58,"The average of the ""Approve"" data is 59.",0.9
Sample 23,Baseline,What's the color of the graph with the 15 as the lowest value?,Blue,Blue.,1.0
Sample 23,Black and White,What's the color of the graph with the 15 as the lowest value?,Blue,The color of the graph with the lowest value of 15 is dark gray.,0.0
Sample 23,Vertically Stretched,What's the color of the graph with the 15 as the lowest value?,Blue,Blue.,1.0
Sample 23,Horizontally Stretched,What's the color of the graph with the 15 as the lowest value?,Blue,The graph with the 15 as the lowest value is blue.,1.0
Sample 23,Squeezed Vertically,What's the color of the graph with the 15 as the lowest value?,Blue,Blue.,1.0
Sample 23,Squeezed Horizontally,What's the color of the graph with the 15 as the lowest value?,Blue,The color of the graph with the lowest value of 15 is blue.,1.0
Sample 23,Downscaled,What's the color of the graph with the 15 as the lowest value?,Blue,Blue.,1.0
Sample 23,Upscaled,What's the color of the graph with the 15 as the lowest value?,Blue,Blue.,1.0
Sample 23,Increased Saturation,What's the color of the graph with the 15 as the lowest value?,Blue,Blue.,1.0
Sample 23,Super Increased Saturation,What's the color of the graph with the 15 as the lowest value?,Blue,Blue.,1.0
Sample 23,Decreased Saturation,What's the color of the graph with the 15 as the lowest value?,Blue,Gray.,0.0
Sample 23,Super Decreased Saturation,What's the color of the graph with the 15 as the lowest value?,Blue,Gray.,0.0
Sample 23,Increased Brightness,What's the color of the graph with the 15 as the lowest value?,Blue,Blue.,1.0
Sample 23,Super Increased Brightness,What's the color of the graph with the 15 as the lowest value?,Blue,The color of the graph with the 15 as the lowest value is light blue.,0.9
Sample 23,Decreased Brightness,What's the color of the graph with the 15 as the lowest value?,Blue,Blue.,1.0
